t_start,t_end,n_events,n_above_mc,b,b_drift_per_day,b_drift_ok,benioff_total_log10,benioff_curv,target_M,target_time,window_kind,region,wf_station,wf_n_snapshots,wf_n_successful,wf_spectral_slope,wf_spectral_r2,wf_waveform_entropy,wf_hht_imf1_if_median_hz
2011-08-19 06:52:13.561001984+00:00,2011-09-18 06:52:13.561001984+00:00,101,3,,,False,6.5714679778396095,5.395891124333233e-07,,,null_A,Italy,MN.AQU,6,5,-0.6405342293499929,0.4096490905412031,3.76683875240969,4.66196720177506
2008-02-13 22:45:21.155171456+00:00,2008-03-14 22:45:21.155171456+00:00,121,12,,,False,6.785706969093924,3.013142098911601e-08,,,null_A,Italy,MN.AQU,6,2,-0.7126078094886537,0.3754832030819636,3.4966173605794877,4.480305423817769
2009-03-26 04:19:29.186877184+00:00,2009-04-25 04:19:29.186877184+00:00,997,60,0.8092443762172401,,False,7.7925637712922065,-1.5993658644482176e-05,,,null_A,Italy,MN.AQU,6,5,-0.04429070557242324,0.16718166336627754,3.744189939688461,4.452771372644102
2011-09-14 02:04:58.993434368+00:00,2011-10-14 02:04:58.993434368+00:00,83,2,,,False,6.414179876695586,-8.608279163990021e-08,,,null_A,Italy,MN.AQU,6,6,-0.1402600319026183,0.2611704636730427,3.7860810913434775,4.380774559975028
2004-09-20 22:40:55.758968928+00:00,2004-10-20 22:40:55.758968928+00:00,88,5,,,False,6.420804042595741,-1.241041230642683e-07,,,null_A,Italy,MN.AQU,6,6,-0.29153015376993446,0.16572174458066982,3.882817054457553,4.461101826454058
2011-11-09 01:14:47.022792128+00:00,2011-12-09 01:14:47.022792128+00:00,78,4,,,False,6.442885376322403,-1.4359826954664696e-07,,,null_A,Italy,MN.AQU,6,6,-0.030441175327091025,0.24780388459086933,3.9004653585462385,4.769132378442082
2017-06-13 20:22:11.170000256+00:00,2017-07-13 20:22:11.170000256+00:00,63,3,,,False,6.437987404700216,1.6409380663159456e-07,,,null_A,Italy,MN.AQU,6,5,0.22059686072058526,0.24127896069740618,3.9149339300639396,4.6527280148923325
2009-08-28 01:44:49.845786176+00:00,2009-09-27 01:44:49.845786176+00:00,85,7,,,False,6.644083554911447,-1.402668121881606e-07,,,null_A,Italy,MN.AQU,6,2,-0.7193464104828098,0.35523785854714307,3.573181584901788,4.336514298909646
2007-03-09 16:09:23.293218784+00:00,2007-04-08 16:09:23.293218784+00:00,74,2,,,False,6.379180205365385,3.030557920545303e-09,,,null_A,Italy,MN.AQU,6,6,-1.5527874505226327,0.6468359868459167,2.877315100370353,3.6306038604227373
2003-06-26 10:29:23.429301312+00:00,2003-07-26 10:29:23.429301312+00:00,83,6,,,False,6.456759889971024,-1.847685630298118e-07,,,null_A,Italy,MN.AQU,6,6,-0.9327844111064557,0.476875602404224,3.3652950853887873,4.709052907583487
2000-03-08 12:14:00.819340503+00:00,2000-04-07 12:14:00.819340503+00:00,86,5,,,False,6.59219181818203,3.1623324239966384e-07,,,null_A,Italy,MN.AQU,6,6,-0.9426865133630598,0.42218431513934446,2.6170117748236525,4.76133027478292
2017-07-28 10:44:48.786637824+00:00,2017-08-27 10:44:48.786637824+00:00,72,3,,,False,6.492203614848131,3.884097985431821e-08,,,null_A,Italy,MN.AQU,6,6,-0.4162319616945767,0.2197180122187962,3.604847000233738,4.997738569030501
2019-06-16 04:15:53.793539200+00:00,2019-07-16 04:15:53.793539200+00:00,35,2,,,False,6.133694721346426,3.1519679231405994e-08,,,null_A,Italy,MN.AQU,6,6,-0.5098807784353515,0.4130098894479319,3.700053894455553,4.593926052514146
